"","Genes","GSM972389","GSM972390","GSM972396","GSM972401","GSM972409","GSM972412","GSM972413","GSM972422","GSM972429","GSM972433","GSM972438","GSM972440","GSM972443","GSM972444","GSM972446","GSM972453","GSM972457","GSM972459","GSM972463","GSM972467","GSM972472","GSM972473","GSM972475","GSM972476","GSM972477","GSM972479","GSM972480","GSM972487","GSM972488","GSM972489","GSM972496","GSM972502","GSM972510","GSM972512","GSM972521"
"28","1554503_a_at",3.628955771,3.453008204,3.295327106,5.787067646,5.264596209,2.860099927,3.593536276,4.449744884,3.036886711,3.343939357,4.067232384,3.946108793,3.499636872,4.029333251,3.742086448,3.500183504,3.318383844,3.304092038,3.12837965,3.176279243,3.589330749,3.549326992,3.492681268,3.931797544,3.619850485,6.081437442,3.485487069,3.268690983,3.151124016,3.409841766,3.55179841,3.759495088,3.351285244,3.456196522,3.646887249
"29","1554547_at",4.183583471,3.695763542,3.213677332,4.24614079,3.781242943,4.794079388,5.219311006,3.837088359,3.431019779,6.161816914,5.233581573,3.742864482,3.590554628,5.74695159,3.776408554,3.822048655,3.56063,3.883723506,3.635108919,6.477940894,4.323029971,4.112112209,3.440846793,5.96638632,3.53564291,4.179915249,4.132262451,3.620789209,3.358107942,3.593266044,3.382583894,3.616722496,3.961598378,3.674809561,5.13642427
"30","1554726_at",5.482918786,2.90975729,4.882880125,4.80259213,3.838215082,5.180212637,4.686138238,4.173745613,3.340853348,4.366564042,3.110462155,3.468292238,3.209309573,3.186468626,2.842780375,3.880209673,4.909206139,2.757736808,4.488946173,3.222968323,4.498318524,5.182600418,4.715241002,3.495270551,4.612620069,4.682609693,4.245902417,4.267941237,5.165681461,4.356195893,4.103759181,3.460061187,3.055618315,3.775715466,3.497410137
"31","1554741_s_at",3.423768772,3.180020942,4.603378474,6.313226413,4.592275355,5.11130636,6.14362234,4.525349,3.789562401,7.136737615,6.577148011,6.4779677,3.254844859,5.866632943,3.915871547,4.245271096,3.579882186,4.895563786,3.298991395,6.256948261,4.524704779,4.692951408,3.379855728,5.315023964,3.328449798,7.616608843,3.953359515,2.790192034,3.825716833,2.924462809,3.039085753,4.335309309,4.298337268,4.660403741,5.067116569
"32","1554781_at",2.710104311,2.383620981,4.042669929,2.949111103,2.897638585,3.083929192,4.154593657,3.260311492,3.300512302,3.956140949,3.001910931,4.269089011,2.417754141,2.236902228,2.388209728,3.464933156,5.42127722,3.382741836,4.769311415,2.896119122,2.280932014,3.672436991,2.763468556,2.696864113,4.072952129,2.570575476,3.872099069,3.478525057,4.646650933,3.313917514,4.685851168,3.209501748,5.09576516,4.151720354,3.963995442
"33","1554899_s_at",7.696600148,6.863414982,4.622372301,10.01561501,9.458953025,5.945868937,8.105084741,8.976071475,6.985514204,7.848146132,7.715240727,8.290134642,6.284808567,8.420825946,6.438395229,6.671591158,6.076074427,5.464639483,5.181512902,6.327059695,6.781974882,7.600480986,6.950660533,8.795420955,4.563606417,10.21000731,6.257964011,6.474824585,7.237841192,6.329505413,6.58691367,5.42643816,5.867500716,7.115601053,7.926324426
"34","1554997_a_at",5.5973157,4.481084073,3.770593744,8.048478323,3.180944372,4.284437942,3.857767974,3.642232156,4.243231249,6.940965364,5.535881065,7.086826693,3.820901565,6.864156451,5.572823487,2.955063301,6.039646234,7.681851458,3.394921386,6.059004567,5.997545042,4.546133568,3.520864739,4.940361092,3.135917574,7.262749547,3.002137836,3.93146517,5.801904743,5.202269784,4.480175985,4.213544469,3.28895755,5.690412971,4.678703642
"35","1555019_at",3.861533741,4.570256872,5.094996684,3.598280076,3.552219978,3.471467091,4.768644334,4.131934143,4.904783785,3.593981178,3.408974546,3.545514898,6.339001456,2.65854917,7.059966986,6.064156441,3.4757072,3.947134028,6.237731256,3.553305237,3.358982181,5.401667905,3.239865382,5.490924326,3.55595178,2.743882436,6.176906972,6.634628853,2.975042952,5.997016666,5.067357197,7.069636611,3.457306364,4.014710909,3.805971381
"36","1555175_a_at",4.209381787,4.251505561,5.993489085,5.892862056,4.885764577,6.670605727,5.126263993,4.30475991,6.065109382,4.930732725,4.363140721,3.989389084,5.641812158,4.53885276,4.296133887,5.256015277,6.252566647,3.7620285,7.009639924,4.38985907,3.638433704,6.066707446,4.417764899,4.222551867,6.096999701,3.357235507,6.344040932,5.848690749,5.205589476,5.887171722,6.890744144,4.606316881,6.681926268,4.822537963,4.523448064
"37","1555229_a_at",7.662526391,7.619345832,5.077167782,9.194079408,10.10198665,7.299895896,9.545089733,9.235340954,7.51918328,9.334404705,9.31686422,8.545516477,5.496182612,7.832480839,6.230855623,6.302296108,6.571105322,7.017183348,6.877939782,10.40584032,7.33395626,8.362178183,6.521836728,10.22220137,4.508341324,10.39395031,6.162814049,6.727484542,7.477957664,6.866978702,7.16375534,5.57660551,7.091852776,7.748161694,8.163311792
"38","1555564_a_at",7.566913925,4.825167588,5.512893017,6.745803444,7.27658093,6.902188379,7.175814443,6.608507038,5.325387835,7.641234307,8.186352728,7.019461189,7.586541308,7.691514085,4.272651813,6.98796939,5.804659763,7.642046217,4.490476477,5.514670921,6.980035197,7.336586311,7.94507982,5.983278442,4.105982904,8.038265077,6.912040123,7.788341609,8.146775994,4.161624154,8.516935744,4.500335803,7.077059207,7.244915382,6.472137051
"39","1555728_a_at",5.991618894,5.383843431,4.965290952,7.892096466,8.64785324,5.949938196,7.889026568,8.535017566,5.706236968,7.533440022,7.112098776,7.080197241,4.820556928,5.77832746,5.492975438,5.819097262,5.250989619,4.875220699,5.380155435,5.780435605,6.062328235,6.424319537,5.399743356,8.241947276,4.29493885,9.483047156,5.947179202,5.461605359,6.494952717,5.716769639,5.103764912,5.172616259,6.193509358,5.911466167,7.151860251
"40","1555756_a_at",4.632784141,3.579411376,3.460979126,7.109041413,7.219275285,3.428642524,6.379062291,5.422504199,3.837360779,5.747427173,5.387749453,5.752412402,3.583715638,5.25854018,3.974281779,3.343942324,3.715264147,2.739452244,3.909043219,3.722465577,3.980793814,5.805768895,4.089646417,6.096718895,3.070795931,7.918839018,3.629576893,3.92225515,4.515460638,3.555898725,4.2617301,3.504408358,3.988670086,4.278446834,4.899544544
"41","1555765_a_at",5.849035491,4.381106931,3.992125154,3.749072513,5.19785627,5.706068426,4.445868808,5.357883123,4.513806924,6.256342731,3.826153985,3.983059473,4.287046508,3.884328249,4.609931844,5.793001225,3.774831227,6.268221331,4.100403963,5.390383933,3.761706841,6.724045552,4.846622066,5.100726439,5.338459002,4.079677405,3.834886524,3.887274633,3.776121293,4.334712162,4.008583852,4.256829305,4.100258343,3.830260274,5.767297583
"42","1555772_a_at",4.869828827,4.008795122,4.396686316,3.687470153,4.632506221,3.262901892,2.760306169,3.684227354,4.50393759,4.315747796,4.004399152,4.034906499,4.213389026,6.409841451,6.379221961,5.559785049,4.376712933,6.004659242,3.69962028,3.423875323,4.221734473,5.053091469,3.392333993,4.327388799,5.281836252,3.120327106,5.18129334,3.881924155,3.942421738,3.891368609,3.707501057,5.624021961,3.338168841,3.755908526,4.28899105
"43","1555778_a_at",9.90609259,7.491373,5.46310502,11.09350617,10.44048957,9.869917756,10.9240588,9.890528787,5.927308388,10.02982175,11.27741379,9.932994015,8.525027768,10.65988175,8.797704508,5.676708559,4.462437863,6.890003765,6.272008922,10.11992085,10.73227208,8.683379057,8.781445671,11.93671181,5.896531638,12.5032895,6.344790531,7.786877007,6.687357873,8.029934523,5.34926584,6.104094585,6.355700377,7.072474671,10.11838268
"44","1555867_at",5.890549678,3.376413829,3.598208344,2.962341909,4.341904929,5.704207704,4.879645823,4.953133409,3.513670018,6.636071725,3.173542327,3.227213203,3.745256357,3.653760147,3.476092336,6.582462146,3.103940045,6.414058473,3.167332854,5.441471966,2.895735181,6.354262534,5.932838232,4.276804123,5.89428382,3.26299246,3.258404803,3.048891351,3.179345612,4.23965358,3.458467185,3.277865828,3.370228636,3.929967945,6.384514617
"45","1555890_at",3.760179565,3.181807746,3.52531929,3.658262168,2.943597832,3.997878867,6.03027748,3.394840734,3.115826771,3.847884346,3.902990963,3.488316896,5.851035978,2.960044009,3.103102826,4.152995746,5.396685672,3.088279476,3.145896391,2.570660407,3.504361087,4.280585517,4.946598177,3.738211657,4.061463806,2.965664384,3.82235436,4.944247593,4.154607494,2.965032094,4.472212137,3.577581304,4.994613595,3.252187617,4.522671975
"46","1555938_x_at",4.177418236,3.638155966,3.05492783,6.126305446,2.667696899,3.444344578,5.873480684,3.431036801,2.939239845,5.229586769,6.541175633,4.302693376,3.100791196,7.278850663,4.162574501,3.116305283,3.597605175,3.071778992,3.482186969,4.082192594,3.607968873,2.932911571,3.287958242,4.870372984,2.967510707,7.144862003,3.123952018,3.233611341,2.972859832,3.379496505,3.260563717,2.836993296,3.307011593,3.90228675,4.448894749
"47","1555963_x_at",4.202872642,4.814852893,5.012480621,6.251620319,4.799161926,6.22185466,4.548914921,4.964574206,8.292863661,4.34952233,5.268945705,4.301483776,5.62463083,6.709366569,6.114836061,3.079139794,5.032696136,6.109900988,5.599137184,4.828625136,7.317350066,6.289296485,6.451698106,3.883665057,5.684477153,6.956239723,5.141936497,7.120228313,5.641810437,5.41750283,5.00418437,6.501970062,3.864606018,5.712222276,5.041627089
"48","1556006_s_at",6.162300018,4.9280729,5.655596345,6.474302566,3.997479994,5.952124264,5.862434581,3.990052102,4.212570381,4.693268706,6.439791797,6.460860968,5.806176845,7.187798353,8.912504674,5.626330781,6.05943373,5.515892747,4.341012832,4.991706971,4.012282224,5.10824569,4.44690761,5.238817106,5.283497949,6.711620096,5.629879436,5.404130834,5.11369667,3.875089079,4.954840381,4.252762962,5.572468501,6.144427198,5.039940432
"49","1556054_at",4.887658666,2.413614306,4.791018483,3.459728901,3.921404922,5.431357919,4.368116437,2.980482838,3.428137795,3.264090592,3.281479194,4.752039158,2.959428339,2.663641277,2.927708646,4.360472634,4.247973884,5.076929473,5.055537297,3.42682898,2.707237574,3.684880706,4.669566004,4.527211047,4.400088221,2.761137406,3.015436021,3.231344482,4.000304538,3.401886674,3.135105872,3.773127628,4.393020033,3.2146614,4.893200905
"50","1556194_a_at",5.378072703,3.939843607,4.623812316,4.412857562,3.004245174,3.948916102,3.440446333,3.324602678,3.487120223,4.305107771,4.472664846,4.097020963,4.503044061,5.614409775,3.484490176,4.77333095,2.867360151,6.212771112,5.174529332,3.675666112,2.49113985,5.491161729,4.802791775,4.586327178,4.110652645,4.335824474,5.849423642,5.712777,5.196853912,3.719169902,5.015988364,2.616712033,5.122459348,5.084907993,3.689283374
"51","1556935_at",3.614979319,3.296472361,3.967123102,3.701912783,3.701335603,3.965636388,6.000547348,3.443135414,3.434502046,3.920853869,4.941499897,4.874628311,3.486022399,6.387640021,3.833898022,3.615810791,3.850632195,3.598376961,3.046998961,5.193395056,3.602996293,3.01824656,3.991259147,4.281356331,3.476192682,5.672174131,3.309981686,3.275901597,3.28111998,3.09043281,3.080511449,4.274870139,3.367035424,3.840707219,4.634323589
"52","1557049_at",3.787575598,4.579824442,3.987701372,5.871799956,4.653114633,5.56756981,6.249289578,5.201494254,3.393516896,4.690437171,5.85337577,5.356942793,4.145499751,7.081655218,4.292225015,3.658026314,4.383678068,4.452221634,4.295871822,4.962769221,4.366254495,3.777290227,3.70749741,5.53887645,3.551456935,7.228647245,3.868324364,4.259420284,3.920027282,3.731230275,3.425381443,3.9485933,3.832289156,5.519500081,4.937205163
"53","1557051_s_at",6.772785621,6.136261299,4.773831489,6.839075337,4.426194232,6.090260803,5.124992363,4.903817513,4.659784167,5.213381489,8.244942491,6.752040385,4.684075753,7.104704064,5.778258485,4.702945544,4.060944509,5.376341999,4.796845866,5.375652571,5.145003573,4.577729716,6.83380717,5.431858666,5.823815345,7.591475499,3.723910436,4.367415475,5.920223095,4.597167321,4.327221461,5.694558148,4.696017277,4.327785976,5.355083041
"54","1557080_s_at",3.836930278,3.618986028,4.043059722,4.217519644,7.752990737,3.740272746,8.367889825,5.059179322,3.132409893,5.31690044,7.275669588,4.445657558,3.790840441,3.991146297,3.936815539,3.676428411,3.998385692,3.691464189,3.316989189,4.305495614,3.702097467,3.677777804,3.459070152,5.137454254,3.511774485,8.529638877,3.255827619,3.57267105,3.595656429,4.001082805,3.286096161,4.286621635,4.182984588,3.82412642,4.787175784
"55","1557236_at",4.730554643,2.730927898,3.578807832,3.718773833,4.724136092,2.972166238,3.153410905,2.953215318,3.046383761,3.680332298,3.918493898,5.231771369,4.129580199,4.703274724,2.530922889,4.042253377,3.381984899,2.822228481,3.068293497,3.101126813,3.582540291,4.641846092,3.399149557,2.52025535,4.10567603,2.555214972,3.899558212,3.558032132,4.210391453,2.984358819,3.528613568,2.912483,3.262259806,3.283201156,4.011703324
"56","1557257_at",4.552458113,4.17236586,3.810964091,5.429698624,3.184767799,4.025968496,3.567275342,3.512363503,3.790814702,3.557151995,5.506726643,5.859774271,4.025363809,5.988735158,5.417238251,3.545090971,4.261022241,3.70401851,3.638711294,4.009386722,4.091356993,3.716613357,3.32530745,3.300814362,3.441871973,6.833106743,4.355497243,3.87389637,3.624591088,3.9637514,3.535554423,2.921653246,4.190668614,4.722842697,4.319319674
"57","1557961_s_at",3.051350077,3.182457896,3.137571585,3.349407612,3.446198815,3.235653531,4.402482142,3.643186131,2.721832562,6.092954346,4.658911944,3.967709688,3.016888206,5.359438889,3.692050775,3.02871859,3.17017331,3.175909821,3.270343597,7.387721433,3.044349362,3.096200681,3.185829371,5.375883643,3.107138041,4.992162318,2.877031357,2.625866018,3.057490214,3.509085558,2.891430345,3.6919303,3.331264944,3.90356378,4.910760945
"58","1558048_x_at",3.605392264,3.504789663,5.44916933,3.253509818,3.711618821,2.806260066,2.803340894,5.865387932,5.564408521,5.23276003,7.038956199,5.41435336,2.794464481,1.331668194,2.667983848,5.592768777,3.890376129,5.224085248,3.420366796,6.656134909,5.183090503,3.413024676,5.433775589,5.753088002,5.662868544,7.144760002,3.942633396,2.497069598,3.305510156,6.668504899,5.448837185,3.696620756,5.209669109,5.46710269,5.090624903
"59","1558217_at",3.44954523,3.84458982,4.123691844,4.115272,3.534193517,3.499619221,3.584251578,4.319503616,5.56043499,3.38410744,6.381091259,3.774248728,3.321348822,4.966945697,3.6812459,3.186705348,4.57884798,4.549801358,4.502999877,3.648430221,3.208612027,4.947185283,4.194175381,3.662077799,3.013532154,3.453828747,5.005116412,5.795400193,5.81233462,5.181578768,3.451018517,3.810192003,4.022522548,3.948354067,3.969021613
"60","1558828_s_at",5.675519723,5.863844403,5.170804857,6.662265334,5.24525936,6.255451457,8.237103294,6.444945609,5.221156562,8.618942238,7.202509055,5.854051856,5.728314064,8.067539152,6.216357515,5.226795394,5.131768173,5.129795405,5.504839356,11.47244456,5.117705046,5.16829368,5.157700745,8.089110494,5.500514164,6.16108305,5.006390924,5.487657792,5.487657792,5.409724992,4.638910534,6.422655677,5.567351924,5.625500888,8.40009531
"61","1558930_at",4.155850193,4.926676488,5.247543537,5.0723992,4.528886188,6.736195101,5.821234242,6.387808432,4.847225516,5.058992368,4.934920797,4.103228201,4.50835062,5.292112554,4.482276322,3.687088523,5.17718454,6.15010712,4.142763028,4.480131278,6.886774684,6.264395106,5.580166528,6.572273335,8.11095878,3.507601261,4.644796872,4.184511029,4.414710756,4.959011456,4.822793242,6.638597787,4.44318048,5.019354468,4.713645884
"62","1559391_s_at",5.971355661,3.82677319,6.243420307,5.38319962,5.399963766,7.171619692,7.173557769,4.607617343,3.898220781,6.057637544,6.810169216,7.09455539,3.819565472,6.792375329,5.832877599,5.575572236,5.366081904,6.302052965,5.219304224,8.050898479,5.20831464,4.526136711,5.015369242,5.488747983,6.215436111,7.90667779,4.96613245,5.381994837,4.115573393,5.576794183,4.827775662,5.666810794,5.390790559,6.564188415,6.750554135
"63","1559419_at",3.196387999,3.538612382,3.70705724,3.167976802,2.662729352,5.119874065,3.437319869,3.434821014,3.494190622,3.615189189,3.568475899,3.389477432,3.687664287,2.893799153,6.118588854,3.993203636,4.566900202,2.975650394,4.190354764,5.039462354,3.815329929,2.685887708,3.819820576,4.064649784,4.206783529,2.687105124,3.792650186,4.205842174,3.982193995,3.621386345,3.507958891,3.381978263,5.160431081,3.798367639,3.751829595
"64","1559477_s_at",5.094186247,4.501239725,4.386593214,6.344568738,5.733175627,5.195370674,6.067109652,5.0889546,4.495107732,7.043695593,6.349770814,5.832323036,4.573020734,6.458096189,4.960142689,3.942560164,4.238169976,4.952979248,4.207963257,8.174217121,5.298081814,4.988693311,3.959562792,7.136228006,3.865604555,6.108036327,4.424361734,4.112015662,3.874521757,4.886605876,3.992659525,4.492913061,4.08342123,5.324166238,5.934409636
"65","1559538_at",7.759425394,6.880304945,7.715467238,4.976979385,5.777574483,5.257040373,5.226795221,7.069396296,7.251674027,5.273711643,5.625488425,5.108538686,6.306821084,4.94143333,6.453840697,7.397537125,9.456572085,6.974944688,8.074025967,5.121442648,8.376370246,7.69806054,8.064725823,5.364673448,6.182885357,4.680841389,7.528080412,7.570722639,7.816089248,6.924261014,6.934846586,8.095078187,8.112784496,5.293127886,6.233156671
"66","1559584_a_at",6.792961238,5.026173249,3.119383028,5.568366078,7.545603941,4.268874221,4.495534891,4.651217364,4.582393125,6.108785744,4.27241597,4.746359526,3.206556442,4.741402214,3.489989776,3.216386742,4.528078981,3.600037025,4.42977974,4.307205352,8.118848229,4.462648904,3.502878418,3.910000546,3.277872946,7.810484554,3.386352347,3.981356922,6.444617799,5.970598397,4.674679479,6.755267773,3.409308227,3.62744283,5.062618821
"67","1559826_a_at",3.596006787,5.891632769,5.710245461,4.804335521,4.641895115,4.207514907,3.416103857,4.782975736,4.741862888,3.057908496,5.871651559,4.699687376,7.501131996,6.858989854,4.929415248,3.555563923,3.365590731,5.774791187,5.156201729,3.869948351,3.729833339,3.264107086,4.98040464,5.195225844,4.83506625,6.849241921,3.137583341,4.984934956,4.223409058,3.775191806,3.882200064,4.980196375,3.586362719,6.279763242,3.608941016
"68","1559827_at",3.782709976,6.934898509,6.756907628,5.183088771,5.357752558,4.14923977,3.687584546,5.224571232,6.088997258,3.672508921,6.490970654,4.863215144,8.336522822,8.098042616,6.311190511,3.752867086,3.43039635,6.559445876,5.73787416,3.55186535,3.615893842,3.26922641,5.844934465,5.871880458,6.530827491,7.686713667,3.785607419,5.863595609,5.054716676,3.725323082,4.404228909,6.322306074,3.756672257,6.80478788,4.024989037
"69","1560263_at",4.421392876,3.423611387,3.453595304,4.551109736,4.378271992,3.105257989,4.761638617,2.986966163,3.669081587,3.26676606,4.589888218,5.287173539,3.572947177,6.180849736,3.36460959,3.661765123,4.24228763,4.283036093,5.299026447,4.570068573,3.46507035,2.461599698,3.208161018,4.545440405,3.598298327,3.130306836,3.009498426,3.273773919,3.428984912,4.380511598,3.637254385,3.148296542,5.277309353,3.789902444,4.993910948
"70","1560359_at",3.557490255,3.886891889,3.838086689,4.129095092,3.486606363,4.225722405,5.565637711,3.828071108,3.559815832,4.427420392,4.571677226,3.899266821,3.453103561,5.877393846,3.884785698,3.614186371,3.746541721,4.081130254,3.247770435,6.649082701,3.681495822,4.288596729,3.642336188,5.221649714,3.80569605,5.388740853,3.415593585,3.270898359,3.660742757,3.916822623,3.287516736,3.739278876,4.417543223,4.024197983,4.476554456
"71","1561387_a_at",4.313655429,4.686714338,4.617605655,4.169338498,3.624292433,5.58073233,4.155800035,4.373872193,6.121882228,3.627218235,3.986864865,3.969534134,4.073088556,2.983700502,4.078929329,4.209528439,6.203388844,5.94541482,5.936153,3.128615399,5.533983039,4.293867049,4.161231193,3.600780395,4.305915173,3.269106365,4.983268754,5.531388256,5.743089583,5.489515594,5.317576573,3.516056902,6.189399538,4.803734184,4.084799157
"72","1562921_at",4.30453304,4.893973809,3.704009527,3.169051142,3.371980353,3.293678856,2.688493263,2.862283853,3.662882484,3.660128432,3.731941353,3.274295467,5.63801306,4.23891198,5.10826666,4.220707033,3.930306931,2.78853974,4.12594859,2.196887229,3.326098784,5.026610644,4.234480912,3.068881873,4.439115405,3.072835361,3.736668332,5.72816853,4.730249585,4.631656536,3.428116531,4.430081183,4.384902026,2.757439751,3.227617516
"73","1564220_a_at",2.940220636,3.484444508,2.894117863,2.935652116,4.132681672,4.681137301,4.120881991,2.960691394,2.999650758,5.085671062,2.454001939,2.723170875,2.899820309,2.80212991,2.701986438,2.90978609,2.886564435,5.603618392,2.805219571,4.834469767,3.564423394,2.683408774,3.926011742,2.742599195,6.099393268,2.712944378,3.352522702,2.823806541,2.875293244,2.724169953,3.232165293,3.19205693,3.037005449,3.620343506,2.812797103
"74","1565358_at",3.481161783,4.720877653,3.960274244,4.386648251,3.948022447,3.411041294,2.845195283,5.580461651,5.361101527,4.275263138,5.936568004,4.73337412,3.426567319,3.014515825,3.211288838,4.161455941,3.423242276,3.894505612,3.764428622,5.623154709,5.383921861,3.466696796,6.128083731,4.232730403,3.873661115,5.82592625,4.64829114,3.498239403,3.106622005,6.985044885,5.756984568,4.054251729,4.391170192,4.401182743,4.576607664
"75","1567183_s_at",2.875781974,2.823740196,3.015408702,2.912323611,2.936896237,3.496373026,3.262759306,3.206446671,3.142909228,4.050399867,3.056221512,2.762327113,2.986972157,3.129783748,3.408749543,3.508297424,6.18618202,4.063177369,3.245180431,2.880205373,3.066883834,6.075977193,4.619860502,2.713587481,3.130565021,2.822471852,3.328060038,3.339337685,4.604838647,3.17580678,3.711102813,3.021781354,5.403502174,3.297377377,5.02553238
"76","1568603_at",4.386144879,5.580343197,4.785381196,2.958738721,3.96797719,3.732942584,3.372824597,4.633803196,3.020390915,5.87250299,2.716045485,3.405327153,5.896096221,2.497763271,4.466640379,4.37836481,5.215093253,4.739850924,5.099347149,3.687114157,5.203532655,4.194955611,4.448823362,4.675642706,5.572535828,1.486583351,4.585403756,4.193086936,5.953916736,4.531158344,4.335604312,4.271625178,5.810445166,3.553369006,2.819324713
"77","1568604_a_at",6.595646223,7.869446568,7.527461419,4.670418619,6.581645197,6.175153213,5.832254191,7.057220773,5.05345004,8.263314545,4.647888546,6.313514004,8.391082801,4.6834325,6.835981124,7.209968653,8.137270536,7.528432352,7.599454864,6.647617733,7.504245285,6.760021959,7.624077185,7.301943147,8.353873196,2.324613733,6.974055178,6.563274058,8.039700118,7.105242057,7.321000585,7.121086627,8.31304194,6.40550298,4.903177307
"78","1568634_a_at",6.14890041,5.743256247,4.948709927,4.376617207,4.283963774,4.887080697,4.952512015,3.971777056,6.722728231,5.616502403,4.703574237,5.003994857,6.659374083,3.437630155,4.503004236,5.141074765,6.244573373,5.482275279,5.710435248,4.244332398,4.399778016,6.224765795,6.477664472,4.026733128,5.770059416,3.097534869,5.389655101,7.37348096,5.974666495,5.543475383,4.209513343,4.392794547,6.602120079,4.638129055,4.583829304
"79","1568765_at",3.849920579,3.912199602,3.778495016,5.487243157,3.632848918,6.255844251,5.356474862,5.319383308,3.898151124,5.840495876,5.963146602,5.565435984,3.56939211,6.989632305,5.533274615,3.541383517,4.03253434,3.729840486,3.226141242,4.312178704,4.240224646,3.523509671,3.832428646,5.053065802,3.844557676,6.807513541,3.711461745,3.661937841,3.827588002,3.513930468,3.433390419,3.762879562,3.939238186,4.43858467,4.724266488
"80","1569110_x_at",8.946540298,7.423216759,8.59499409,7.920193842,7.760801219,8.99623559,3.924182391,6.884422041,6.695746984,7.299970872,8.226466468,7.628753666,4.137138417,8.750831501,7.482651177,4.359172778,7.24690447,7.129463909,6.823640768,7.137992183,7.087052076,8.73653238,8.055363158,3.931322894,7.862952454,8.496170077,7.864957217,8.528465403,8.965079432,3.690744031,8.556432895,6.387728494,6.881321206,7.871557901,6.719039162
"81","1569433_at",5.025816401,4.064546465,3.34448734,3.102124189,3.246141939,3.106270797,3.364295311,3.749983362,3.29944297,3.418404362,3.121087209,4.516810587,4.335513022,3.115376553,3.534860007,4.92292564,4.783313198,3.913300525,4.410817826,2.87380566,6.121169129,4.783424113,4.738087267,3.684335341,2.218691429,2.254775724,4.863716738,5.610703458,5.350632033,4.977057678,3.972077927,3.376982192,5.054495975,3.600355686,3.439268654
"82","1569532_a_at",5.384868273,6.349976622,6.191284606,5.660417262,5.902761614,4.947615046,8.785080932,8.932293401,5.863804165,5.253286353,5.223718959,5.854082919,6.406707813,5.042188018,7.865121501,10.18432583,5.842553994,5.890746585,10.93828344,5.43928043,5.059734902,10.2418926,5.131528708,6.758506333,5.053065254,4.809740206,9.686856521,4.807853904,8.561071699,10.75043752,6.023858431,5.864030187,6.115250526,9.057935147,5.743226791
"83","1569582_at",3.9976392,3.402415949,5.38226435,3.697250915,3.52127082,7.958479313,3.740714092,3.893306011,4.175083347,4.777543677,3.996090293,3.449568342,3.57834301,3.082505777,4.783498062,4.21880365,4.948349884,3.213944849,5.492178918,2.604638009,3.48760546,5.299350411,5.909751853,3.185601479,4.172414414,3.083709863,4.991974593,5.614561122,4.848269401,4.2624717,3.812388533,3.232934298,5.934909152,4.357653445,3.950293261
"84","1570482_at",3.569006851,2.132913119,4.945966823,3.528013226,2.999498354,4.941844282,4.298558955,3.013930321,2.894334541,3.838999635,3.415727425,5.255828482,2.710439977,3.045997224,3.578659333,4.125790088,4.487421254,4.239161845,4.115128839,4.196864642,3.335589569,2.692231852,5.090740732,4.398578747,4.677657832,5.079138802,3.508433882,2.564064763,3.460693129,4.281012605,3.27001712,4.70915918,3.49279531,4.831060846,5.239136302
"85","200952_s_at",6.973354136,4.579932369,6.546140884,5.137189339,6.08989947,3.947000924,5.332662905,6.402094136,6.014188175,5.590997332,5.831604106,5.661213298,5.389918664,6.869474728,4.903748882,7.175683231,5.237319519,4.993943113,6.302568354,4.635394668,2.748289927,6.503273646,6.188577164,4.389433936,4.941192606,3.421822991,6.478883132,6.585331153,4.587809894,5.588914315,6.046432835,5.63574588,4.108246953,4.880879316,5.618176088
"86","200986_at",7.848310807,8.202640623,5.674691033,8.608622256,10.06354881,7.316423167,9.495968708,9.80131259,7.300183641,8.752268076,8.983720199,8.89887308,6.688195577,9.997386633,8.050456615,6.668048755,7.033121989,6.968203267,6.899850237,11.1354585,7.058933448,7.104130292,6.520646446,9.444249701,6.080391165,11.30383871,6.127015504,6.517937871,7.272312419,7.815368762,6.136715797,7.359516653,6.349817516,7.245184451,8.962237413
"87","201058_s_at",7.483389404,8.01917636,7.714644243,9.810895436,9.523192265,8.093097261,10.54231869,10.65154317,7.496075182,10.23837494,10.51991091,9.076583346,6.975281448,10.98830992,9.505864893,7.016352372,7.024216554,7.850052039,7.750506991,13.16553075,9.066704668,8.149899754,6.964213538,11.59539909,6.772721843,11.17900905,7.290703473,7.373738268,7.840976027,7.924924832,6.150874338,9.513255283,6.601725447,8.292489868,10.27420417
"88","201116_s_at",9.844814939,7.001038183,7.845902777,7.320077521,8.597500388,6.528336984,8.504024117,7.942591999,6.92704082,8.605255115,9.98420481,8.221527317,3.893618867,5.877724154,5.689171743,6.775409401,7.213727742,9.685025216,6.366948419,8.161905639,8.889021545,6.665002949,9.373353071,8.525917731,8.277415363,9.751646864,6.390623391,6.272743343,7.87618945,8.262652793,5.805760003,5.887193217,6.534858314,5.798076004,6.39904724
"89","201117_s_at",9.649259096,6.199338236,7.799493475,6.322818448,8.095544525,6.429249364,8.379724245,7.089107116,6.564228953,8.410766634,9.568647882,8.261037494,3.561758176,5.793834033,5.822161491,6.553980512,6.742890078,9.710325139,6.116344876,7.812254585,8.390789525,6.145730685,8.530254398,7.648289096,8.060453128,9.406713971,5.532309269,5.691264235,7.406886869,8.147419573,4.533442753,5.393771798,6.003699746,5.056615393,6.152371285
