"","Genes","GSM972389","GSM972390","GSM972396","GSM972401","GSM972409","GSM972412","GSM972413","GSM972422","GSM972429","GSM972433","GSM972438","GSM972440","GSM972443","GSM972444","GSM972446","GSM972453","GSM972457","GSM972459","GSM972463","GSM972467","GSM972472","GSM972473","GSM972475","GSM972476","GSM972477","GSM972479","GSM972480","GSM972487","GSM972488","GSM972489","GSM972496","GSM972502","GSM972510","GSM972512","GSM972521"
"754","216829_at",3.651768456,6.171730577,3.160574569,5.867926503,4.916767123,5.100038437,3.492850921,6.499007952,6.702684631,3.92489745,3.067565982,6.436063325,3.703145792,4.820404105,4.751993176,2.986166696,3.609914747,4.081021414,5.113311828,3.678871052,2.984919376,4.949302202,3.712015175,3.613914632,3.428947676,4.149651531,3.806042663,3.727897526,6.045252753,4.725853889,5.064670138,3.501903299,3.840966757,5.148536308,3.679952803
"755","216950_s_at",6.309865906,5.386429179,4.556428352,7.373642487,8.445548125,5.166467408,6.791203471,7.868256023,5.051090829,7.034697761,7.728211127,6.989868362,5.211570471,6.351953459,5.039236319,5.749107944,4.825215684,5.122891367,4.122703527,6.381765768,5.852954982,6.025211634,5.152154189,7.583080127,4.639684122,9.394848821,5.588978941,5.109545956,5.181900532,5.598651095,5.131009868,4.470330649,5.359842483,5.891767141,6.832446637
"756","217109_at",8.207808647,6.668357496,8.486624281,9.023074034,4.173109986,9.081789609,4.88031576,5.057903758,10.26724881,5.337065312,9.56871452,4.1696737,8.133399915,10.02997693,7.98090566,8.746892649,8.745822586,7.226338961,8.952210573,1.126899422,7.481118471,8.047889295,10.00517056,5.766415407,6.845997327,7.734344594,7.502967165,10.10152803,8.544290987,7.619173309,9.937483999,7.588524468,7.740034924,8.154602848,6.831445182
"757","217110_s_at",7.168768712,5.629504483,6.98751277,8.272129758,4.07939528,7.091769348,3.865251706,4.206444595,8.957144373,4.224176995,8.351978934,4.375910552,5.803663357,9.492436733,6.660278794,7.637996459,7.472522685,5.736945451,7.749106829,2.197951403,6.423599586,6.887238314,8.97361676,4.612735067,5.093960816,6.532528201,6.344684209,8.920918891,7.251087196,6.271881682,8.967285309,6.358782339,6.698291168,6.882210533,5.746779532
"758","217143_s_at",4.927023887,4.845516606,4.413697144,4.921781969,5.756774158,7.789698366,4.282326058,4.814459446,4.295736334,3.941096605,5.2979009,5.580867793,6.203810259,6.839627179,4.27367442,4.089420744,5.064127682,5.458651163,4.346321755,4.300340005,3.936493987,3.683272183,4.089010908,4.081697301,5.281653496,4.04199317,4.18553162,7.429670332,4.989804478,5.777049348,4.793922909,3.833233676,5.288310762,4.447408801,4.669096628
"759","217179_x_at",4.890112666,8.644428107,5.266692813,9.257754601,8.17463703,8.027506425,7.107851073,8.766886495,9.479582232,8.021270293,6.207164804,8.343191448,5.708998407,7.471672977,6.66751324,5.111846238,6.619018237,6.803120191,8.035424339,7.026878287,5.499546008,7.982626214,6.968489606,4.130716864,4.977742336,7.221375436,5.931451474,8.247261124,9.478220413,6.656450043,7.917896587,6.13033559,7.297278538,7.939685723,6.555392147
"760","217238_s_at",3.667954478,9.611606493,5.341257652,7.756985009,3.693315742,8.200616219,5.067086203,4.304884961,6.8249998,8.740457453,7.289237762,7.136878208,9.468702354,4.634392267,8.432690875,7.349814811,6.58151744,5.256927122,4.638984841,6.3497678,6.497991801,5.700899734,6.493734854,5.70982474,9.291037073,1.680149254,6.089539071,7.847169402,8.018005988,6.88060656,5.430688451,6.890332207,5.732440658,9.023182387,5.223536837
"761","217320_at",3.511544317,5.062286202,3.096200108,6.200383694,3.582431227,5.429561263,3.915562402,3.210644444,4.956223682,3.20497923,2.819995221,6.343077259,3.363514136,2.649732641,3.694190663,2.978694126,5.478817798,3.002735422,5.5432582,2.729641588,3.046448338,4.593338628,5.03055478,2.831205663,2.915215602,3.201032426,3.553944377,4.088567568,6.220841448,3.770468275,6.213319029,3.938041156,3.130014091,4.211724532,3.117151991
"762","217388_s_at",7.023842354,4.838990081,5.701040019,8.849647109,7.957976746,4.450627729,7.491010296,6.641111865,5.531085814,8.377761875,7.430947975,8.176768929,5.172847469,8.485137642,5.507623184,6.617050574,4.90348358,7.717738378,4.346342015,4.426304401,6.56104833,8.447612042,5.421694332,6.612331437,7.320837544,8.133503186,5.864458953,6.951127532,6.996984613,4.835010254,6.491348091,5.531644143,4.946026793,7.894122537,6.819413563
"763","217428_s_at",5.229199737,4.612447736,4.261597542,7.879653238,8.956395842,4.586338612,10.13793205,9.269097821,3.673895354,7.631443008,8.856654789,8.56153802,4.510415862,9.807876451,4.863605338,4.300062619,4.478063631,4.329741229,4.292877571,7.178058091,7.170476377,4.198434966,4.109312644,11.09328429,4.251844401,12.39571789,3.917021049,4.302253981,4.216426428,7.904004767,3.044107679,5.71235776,5.276749503,5.840692579,7.729396405
"764","217546_at",5.184860788,4.467344828,5.704351762,6.508577591,5.447602636,5.174715265,4.368494352,5.687146146,6.927117577,5.433614047,6.061813826,6.052061226,4.993554304,5.375640454,3.790542787,3.547901248,7.394897606,3.549159596,7.509091384,4.354010181,3.726450887,4.799059177,4.536040906,3.814174427,6.773182668,4.910661929,3.289594661,7.029244339,5.691914465,6.138346537,3.944258907,5.032871955,5.919683529,3.464157323,3.97105247
"765","217564_s_at",2.783775823,4.052482478,3.863402839,3.333571858,3.176167678,2.897158555,3.007869812,2.878712632,2.691802385,2.958636831,3.240232451,4.79264285,8.704889902,2.606479799,2.921963971,8.609359897,6.498048642,4.22135323,4.619998363,5.626527751,8.418476576,3.216331272,2.957601561,2.378561972,2.017735354,2.034118287,2.939316157,7.658089879,8.438352135,3.57261683,3.082494408,3.119677821,3.857962555,7.499472303,3.541607158
"766","217590_s_at",7.467758967,6.06785341,7.217083299,7.952166632,5.468742208,7.067798303,4.839174919,5.350277573,6.534031218,5.144651558,7.090181532,6.142010006,4.123805297,7.152983226,7.864089217,6.965794042,5.5846123,8.36519644,8.218589885,4.264709745,7.847198627,6.942995372,8.405328184,4.15766221,4.95281218,4.546425325,6.361703096,8.117451744,7.258384187,6.434371544,6.949680906,4.647507179,6.563315561,6.431564161,5.034438031
"767","217599_s_at",3.223817134,3.75819257,3.334364114,4.792618926,5.638570863,3.542774662,4.447092343,4.113349907,3.301988598,4.446665814,4.284745125,3.874628665,3.024967141,4.607033543,3.740296037,3.095320355,4.844743456,2.85485878,3.149193673,4.117424888,3.280029361,3.69917654,3.179102993,4.371190427,2.965928384,5.404107199,4.403407352,2.852356584,4.777412149,3.263272366,3.60404358,2.98259748,4.476794383,3.898565668,3.567832375
"768","217678_at",8.00805217,6.038192795,7.19027531,8.394305298,4.630783393,6.776881121,6.553529071,4.447819797,4.728350065,6.533708888,8.247901723,7.166949379,7.368029439,10.19553863,8.428201161,6.473129968,5.621529001,7.43808858,5.44071426,4.602621604,6.563923635,7.258200112,7.503021221,5.167223603,8.442214773,7.687815116,7.325398663,6.626794453,6.936803365,6.937271795,7.11263686,6.016231214,5.683355035,7.867367767,5.303318043
"769","217889_s_at",5.27536086,7.122621583,4.248808491,6.312626104,7.660745828,5.697196494,7.359443199,6.383976945,4.468345682,7.074495886,6.877283891,6.332797173,4.445383497,5.83587502,5.194989952,5.660092496,6.950077697,4.475251569,6.669281256,7.032897784,5.163644163,5.359513444,3.647817409,6.893558174,4.898277101,7.981514382,5.166892118,7.337874661,4.555410146,5.426115016,5.12826899,4.35608067,4.604541277,6.580531479,5.514845797
"770","217966_s_at",4.94231395,5.183447475,5.025134206,6.725816397,6.65893149,5.50235599,6.390290984,5.298134052,4.599472925,7.458394832,7.354016656,5.435544376,4.786852706,7.661971807,5.189589727,5.085970309,5.003951345,5.130537062,5.045621223,8.520470879,4.920428145,5.814643146,4.173216366,7.437278825,4.854330256,6.550219462,4.19735581,5.048853065,4.969147579,4.294637308,4.331207646,5.245126294,4.8011841,5.949382755,6.199717949
"771","217967_s_at",6.054624273,6.459984634,5.288439323,8.423636299,7.971343661,6.495613268,8.213345299,6.803767576,6.145153583,9.230802101,8.504748643,6.992153786,5.360524687,8.380562436,6.9312419,5.479054505,6.231211382,5.902367824,5.977732812,10.24324842,5.442093355,7.130331143,5.499564285,9.265686998,4.930137305,8.279659714,5.155421739,5.980046171,6.740057212,5.916522322,5.522226864,5.263046204,5.974029915,7.806562187,7.798328959
"772","218002_s_at",9.52024927,10.06759749,9.1595095,7.614393326,9.309442388,8.736800052,11.63472592,9.293116103,10.61751562,8.735258937,6.264812883,5.84553794,7.12492707,7.490682744,9.877609699,10.12185693,10.88019668,7.148442949,10.32131053,8.519348594,3.570034478,10.86439615,10.90665598,8.041729444,9.19400954,8.337299034,8.373173778,9.526630058,11.0495485,11.25778403,10.26130976,8.635478672,9.502954522,9.317072871,7.987927234
"773","218087_s_at",7.724040103,4.55287679,7.081418524,6.537070319,6.398417352,7.075170784,8.427343931,6.282094312,6.025237854,9.7814597,7.929299774,6.697957178,5.89877459,6.124319309,6.561325694,4.78164752,6.592172748,6.476177267,6.191817028,11.49658578,6.361302336,5.744430165,6.585833224,9.891579142,5.823900406,7.148749612,5.104062729,5.716454028,6.418666765,6.740269122,5.937547101,4.705526057,6.692003172,6.573354734,8.288433772
"774","218468_s_at",5.262295704,6.249732683,8.087236086,11.0032817,8.267637413,9.869410308,9.887869035,9.23586533,7.245540775,9.877428861,10.89361982,9.172639921,7.136946521,11.10156815,8.565219768,5.569270796,7.156681714,8.202446328,7.158757717,12.01820212,9.164291256,8.244612311,4.361639916,10.93139444,6.470138026,10.86937595,6.259979792,6.827473562,5.254489341,8.603235155,6.330295557,7.56183361,5.621267297,9.087027177,9.530992905
"775","218469_at",5.114131572,6.474985415,7.939789134,10.98927195,7.998358126,9.871770989,10.05973062,8.862507195,6.936168727,10.10659298,10.98979214,9.65581548,7.720157388,11.17122203,8.354320539,5.809645197,7.732951502,8.195367437,7.470803881,12.18800613,9.124080624,8.000044602,4.719692191,10.9172457,7.302764518,10.93557111,6.124044663,6.980203277,5.3925013,8.706601517,6.165988293,7.846293703,5.730765891,9.315939576,9.685398787
"776","218502_s_at",4.030877218,4.020979723,3.64632947,5.5504133,5.169119812,3.789612761,6.283612465,4.56289407,3.34339364,5.949419454,5.973201265,5.557293536,3.824011483,5.52917552,4.018315959,3.577955804,4.748787147,6.409542885,3.67188621,6.046995956,3.555409039,3.944609513,3.249896298,5.817570443,5.125277606,5.829687791,3.620043162,3.481579981,4.469054932,3.576422612,3.323898732,3.988851997,3.918696686,4.895168268,5.144028263
"777","218625_at",8.143447039,4.04562999,7.814669023,5.998339183,5.175154594,4.768345964,4.409945475,5.606026609,4.544821653,7.075976143,4.62065532,4.861873263,6.231832256,5.182613926,4.167336637,8.070964235,5.39143353,4.935844981,7.53872999,6.055509367,7.963559487,6.936874488,8.433643948,4.866641198,3.872273915,6.264289381,4.16096685,7.197860538,4.826221382,7.46072855,4.427659597,7.555943437,4.044426973,4.361867628,6.639430357
"778","218694_at",5.571506027,5.616428172,5.043199045,6.935185648,7.945019686,5.505219248,7.810715171,6.729010249,5.71211386,8.286261114,7.777511545,6.726581403,5.392110385,8.008868644,5.947454675,5.008032414,5.417387016,5.724188298,6.011566769,8.981258487,6.003514549,6.142930643,5.33718359,8.098803568,5.07739597,9.110190279,4.837209298,5.377376275,5.789997149,6.006095712,4.879392195,6.083857691,5.500191505,6.390621724,7.533874369
"779","218824_at",3.924719077,3.852431956,4.010057747,4.157176534,6.431442355,4.155668104,6.610566005,4.192683248,3.499789098,4.508037196,4.953042109,5.209553036,3.594292116,5.901509142,3.983864509,3.312453932,4.134782929,3.990540345,3.915716757,7.687030023,3.648861613,4.169716684,4.150889691,4.848736726,4.281142074,6.653026238,3.582624371,4.003990196,4.193523749,4.365375732,3.633152221,4.655405109,3.927417058,4.239202975,5.318546911
"780","218872_at",8.756590114,6.07477598,8.50136533,6.298779054,6.554149134,8.748008535,6.587574616,5.284314764,7.300067494,8.208605774,7.328410965,6.603623972,4.147136488,9.960393484,8.067957579,6.767698632,5.888333439,9.514319109,5.843768406,4.884990425,8.982001301,7.288153433,7.821274336,6.561133523,5.994971531,8.429186505,8.763117775,6.132131062,8.195373123,7.68493322,6.065130794,8.418668463,5.816465327,7.026199636,6.605131261
"781","218888_s_at",4.677302744,6.288977079,6.844457774,6.781597829,6.003781988,4.741102521,6.638991212,5.23822905,6.208743637,8.260578548,8.36069466,8.138037446,4.370604224,7.780622632,8.333752259,7.814132566,7.080427553,8.296920588,7.949790186,4.415063051,5.189790321,8.160230279,4.497402167,5.885422711,8.257782778,6.47163992,8.556859165,6.103299463,7.680195031,8.105561557,6.397752535,6.730880465,8.530362047,7.914439515,6.645147495
"782","218934_s_at",4.69324393,4.683832357,4.867087151,4.825871581,4.813096584,4.555435727,4.569538723,4.972206537,5.222846831,7.559817462,5.919517229,4.52759662,4.852029083,4.583195023,4.915450076,4.522027059,4.52407192,4.523539289,4.901235833,9.173128165,4.544039194,4.286108856,5.0392197,5.852720972,4.594971149,5.220846433,4.583101236,4.696290803,4.295122955,4.797324362,4.189514242,5.421636266,4.985494669,4.690446482,5.741439234
"783","218959_at",3.396998995,4.5085609,3.646098543,4.394401795,3.618290892,3.597265894,3.349871589,4.676817713,3.528548783,3.509407307,5.676395162,3.881401525,3.96180539,6.94830703,3.927246153,3.461638588,3.597257191,3.908609359,3.58933925,3.543664309,3.396563248,3.499335828,3.888376644,3.524192745,3.696476314,6.15166329,3.367673172,3.36256901,3.227378959,3.807483326,3.460473908,3.926119414,3.772343427,3.764667978,3.749286278
"784","218963_s_at",8.19634352,5.06918808,7.45960592,7.587630077,8.066119932,10.26200371,5.544308772,5.819196182,6.771894542,10.7646348,4.436526078,4.280895395,5.863756426,7.092365322,5.031384908,6.641969947,3.947270034,7.836182546,7.363476846,8.205706555,6.093689684,8.02094544,3.052218175,7.099710278,10.38674894,5.873243636,7.374605968,4.732870657,5.007077463,7.936116385,7.616151116,5.074944209,3.791559437,8.37890674,4.478571541
"785","218990_s_at",4.446921115,6.461307195,4.13127346,4.14053496,4.083241551,3.950376083,4.329999303,4.725421873,4.622663462,3.772906323,4.229856019,4.994410089,4.326128888,6.531540655,4.482804291,4.007401927,4.100202099,4.005368437,3.981960398,4.052283531,4.090794594,4.824315814,4.108633275,4.311415325,6.21020113,9.278598388,4.231054643,3.989488784,4.671580395,3.984129095,4.430193566,4.609512791,4.375813236,5.048079565,4.242228834
"786","219049_at",6.290400636,4.920538303,7.240970095,8.22052332,6.503283168,7.727084622,7.725965703,5.247452716,5.348488424,7.727803728,8.225800366,6.497231496,4.852490598,8.498175014,5.808189412,4.396492444,5.589892409,8.215675389,4.639405954,7.015324357,7.198058686,6.601344741,4.587424143,6.47207047,6.349212472,6.62645132,7.505480022,4.602755766,6.784976161,6.90127397,5.179638147,5.173596352,6.778067463,5.437324589,6.583663948
"787","219087_at",6.407731484,6.070367259,6.428738454,8.021245763,9.261569484,8.672384893,11.20164731,9.809964552,4.474655191,10.01297256,10.99438058,8.225837567,6.488510498,11.04619407,7.91874762,5.02509425,6.015325727,6.091765386,6.098597314,11.55692622,8.894267077,8.556594496,5.197526135,12.20111244,5.322706,12.09858082,5.622501226,6.808243462,5.902788377,7.703378647,4.124142804,7.020018365,6.668805535,7.924669645,9.830933272
"788","219109_at",6.611156371,3.623910301,6.998706126,5.540512864,5.299863371,4.356898593,6.776243555,5.231868188,5.904549384,6.971507789,6.806487392,5.566768786,3.410141825,4.113344071,3.543980802,5.511691456,7.029473253,3.07482434,6.679088218,5.869790234,7.168797826,6.427409349,5.621756984,5.372948952,6.133306006,5.371771123,7.429951345,7.033015878,7.000945186,5.785726637,7.292194702,5.615650824,6.841208137,5.213346695,5.571965748
"789","219134_at",6.488433367,5.744904846,5.271168212,7.925943507,6.395060936,5.769935948,6.991815915,6.216662184,4.60229,8.509793974,8.179046141,6.548094304,5.417222533,9.065283978,7.469517417,5.369104587,4.844710166,6.469466791,5.812262994,8.311848428,7.183766817,6.073803338,4.97550061,7.774659806,5.74988666,7.447585577,5.456046291,5.312834434,5.496598903,5.842839512,4.40777622,4.306145411,5.690106037,6.793394341,6.88164444
"790","219140_s_at",10.19475163,5.237457022,6.834744333,5.434549298,8.778445495,5.673813709,7.858182277,9.142542621,5.893905193,7.034294991,5.785626706,8.592995562,5.220450886,4.867604435,5.04594859,5.012930305,9.476724412,8.386925892,5.252936512,7.100768927,9.734356844,6.428620401,9.795937135,9.516059328,5.212959626,8.29543614,6.489365993,5.16359021,8.400466204,5.951585524,7.383083818,7.128976477,5.272224141,5.936996783,7.137268989
"791","219228_at",6.530514871,6.345698923,5.502493725,7.313096069,7.231867689,6.253588554,7.61061769,6.770319394,6.403470251,7.882356144,9.184613497,7.367593013,5.925539351,8.9753898,6.529546446,6.473837098,5.447418176,5.496500233,5.65187598,7.777638284,5.760609539,5.334449103,6.267379305,7.53874177,5.308411914,9.943587873,5.254935626,5.151715318,5.113742069,5.856552494,5.930681358,5.434738419,4.867584831,7.002826942,6.748393931
"792","219250_s_at",4.232997227,3.478317489,6.705622397,5.107798691,3.946135637,5.138309538,4.063639821,4.922713035,5.07295651,5.93080881,6.224536624,5.931416092,4.043822508,3.623862769,4.479749969,4.635881439,4.370064715,6.339851125,4.957088125,3.702376521,4.627907636,6.560064937,5.415749074,4.138051837,4.267276544,5.906453376,6.534890963,3.71993983,5.914226235,4.105233507,5.093026545,5.448432983,4.310294344,6.020060335,4.166429875
"793","219288_at",7.235584894,5.696890222,6.102007146,6.681549909,6.976643594,7.961157645,6.425717159,5.769958745,3.241312801,6.44912322,6.540692319,4.998119998,7.045941266,6.033650667,6.503178277,7.116532028,6.939272756,4.140828119,4.22148555,6.933249514,4.362066494,6.764804821,4.0265133,7.086702843,4.003910077,6.878347345,3.726278678,3.610392607,7.273670004,6.593226196,3.380841354,4.219145415,4.482839815,4.864051805,5.335795273
"794","219312_s_at",5.614571973,3.342899535,5.762434903,5.201095075,5.467778461,5.76257161,5.54331221,3.901286919,4.603813964,5.651609946,5.758408027,4.182334518,2.755717303,4.82523583,6.339892515,4.484543149,4.758280692,6.433307355,4.336348059,4.784381081,3.202383925,5.70262401,4.766351535,5.103489859,3.310088482,4.542819384,6.553674203,5.510023172,6.198476829,5.883013664,6.532190324,3.1002938,5.32812044,5.901744931,5.734691446
"795","219386_s_at",6.753036949,5.81696137,4.568202885,7.490885887,8.663986467,4.811642655,7.259281432,8.357670045,5.466824993,6.200277654,7.118126316,7.513450542,5.659100009,7.517471197,5.428527958,5.919679149,4.846037482,5.150534887,5.004845112,7.059364726,5.674442559,6.010097798,5.990848318,6.532277584,4.289927285,8.744150342,4.455808785,5.314394811,5.945429612,5.613555383,5.534366667,5.273540293,4.880521917,5.653018075,7.090435292
"796","219410_at",8.404256569,7.037336931,5.103396449,8.215666234,8.373364754,6.906948137,8.742766818,7.670433756,5.791421114,8.697743983,8.869650494,8.60966353,5.554175766,9.729581318,7.689484482,6.923632929,5.598848236,7.334249619,6.058955764,7.27687468,7.22158902,6.733892231,6.636963723,7.733582369,3.827736643,10.76914038,6.023593111,7.643893811,7.613300038,6.766367406,4.671836476,4.377857755,6.730127144,7.284716913,7.670279646
"797","219434_at",6.025068155,6.024967844,5.483252718,9.173747348,7.15527332,5.156408337,8.28919827,7.315332414,5.045292751,7.236107855,7.904571322,7.68574567,5.402982738,7.908830057,5.816807749,5.532114194,5.252170225,6.181177945,4.690381304,5.993633228,8.293594942,6.925805292,4.920646873,7.556011349,5.104216629,9.790061065,5.481728919,5.242358888,4.542042412,5.889977099,5.284885588,5.798421604,5.49102147,5.621993689,5.901829073
"798","219454_at",6.20269626,5.524574443,4.470823421,7.169900073,7.728792619,4.119205128,5.639231448,5.726255763,4.110507168,4.610969649,7.957123163,8.064311559,5.54313449,7.135335282,7.171556526,4.77179301,4.359578491,6.482014801,4.307745974,6.354816377,6.021461672,5.986805412,4.233069457,5.486698161,5.0948117,6.898922267,4.852643118,4.52964515,5.667985283,4.369755846,3.749197876,4.768847309,4.201757949,5.82700113,5.721250582
"799","219463_at",4.532082766,5.057267618,4.61969388,4.773332013,5.4409404,5.039911144,7.971181034,6.251945834,3.986095575,4.886950244,5.370681755,4.57974819,3.868425996,4.4873975,4.648197807,4.477002583,4.372829284,3.91823948,4.582866954,5.990244872,4.506220068,4.729604634,4.325733807,6.666682613,4.6333208,8.124885567,4.859763418,4.434253914,5.075114621,5.092666934,4.941908565,5.100901355,4.62250577,5.282539352,5.150578621
"800","219529_at",4.008143378,8.158677005,4.565867819,5.137678127,6.247433379,5.283344696,6.620334509,6.301598174,5.355920275,5.428388578,5.300209432,6.538975069,4.587714448,7.17597665,4.972210486,4.661977943,6.357663325,3.817639288,5.646572402,3.696951049,5.134655663,6.189220097,4.908592613,6.062338352,6.091207284,8.426895264,5.630619538,7.836470956,7.273398696,6.103408783,4.421687988,7.273562018,6.310325885,5.600348124,5.419359901
"801","219574_at",4.402956003,3.657025862,3.489595187,5.075578461,6.1576931,3.431678817,4.748665079,3.428779204,2.999556759,4.720266654,5.124513692,5.241186468,3.306382269,4.311765957,3.589751188,3.854468511,3.766310397,3.285740196,3.484861767,3.836797914,3.767358544,4.070114165,3.633812217,4.848079767,3.425972539,6.780125306,3.180882941,3.494080056,4.794903128,3.624070249,4.002198199,3.41174407,3.402351117,3.950080137,4.562921697
"802","219607_s_at",6.846015729,5.548858082,4.310237861,8.409686477,9.462607059,6.437802224,7.821504345,8.623688836,5.893220245,8.440015172,7.579218548,7.906101175,4.959316553,7.353882513,4.802714644,5.394273363,5.967404451,5.122746828,6.117201911,6.571036418,6.288956291,7.134171997,5.563936569,8.88240582,3.804485505,9.748244937,6.274786553,6.591868539,7.007256839,5.391651398,5.552042135,3.864114183,6.993406352,6.721209663,8.138574678
"803","219614_s_at",4.051697755,4.503048548,3.798749467,4.138371191,3.919599903,3.863765989,4.123845142,6.323649608,4.696599837,3.264195512,3.475466535,4.852593887,5.92168477,5.926799625,3.879830864,4.613725535,3.608898115,4.490449535,4.0121813,5.73125852,3.075167223,5.344085904,5.002556719,5.365663196,3.733124778,3.419448292,5.813682975,5.62302048,2.852173782,2.574438998,6.599759033,3.641944983,3.422666711,6.165968014,6.085696829
"804","219631_at",4.081475824,3.459364687,5.149381425,5.895916494,5.771760101,4.121907486,6.187995534,4.829576859,3.012841715,5.243566783,6.314754972,5.247129688,3.76354359,5.198624735,4.80606602,5.258422618,4.338902295,4.440051088,4.935830557,5.935454256,4.785594782,4.003910163,3.40028108,6.081020732,3.891966921,6.607702717,4.889151637,3.345088709,4.276369152,4.820854407,4.45778539,3.110815799,5.390062669,5.257493387,4.707825191
"805","219685_at",3.171050578,3.482479705,3.322831298,3.394639582,4.027471038,3.998847431,3.749929388,3.77434684,3.95382676,5.400585292,3.583057597,3.281861629,3.569364601,4.148682972,3.769897045,3.378153116,4.764673989,3.175179276,3.441539192,7.181402056,7.275789358,2.95785355,3.234931783,5.173992697,3.298058863,4.380087557,3.425780925,3.305933686,3.318119359,3.404252332,3.588154607,4.573200202,4.019523172,3.753197411,4.860428683
"806","219727_at",6.092281856,9.35074635,6.158399814,10.33900066,7.655317257,8.255789467,5.101815175,4.869501284,11.17856122,4.438268402,6.976579838,9.229098388,9.601569375,7.30913312,8.993489606,9.564352362,9.887375914,7.009339829,8.198614687,4.070016745,4.394659877,10.32579026,8.491117319,3.767588578,5.116891551,5.654153683,9.454127254,11.44986967,9.899352213,9.472913341,10.82892032,7.390068987,7.855882677,11.56561534,7.734632617
"807","219747_at",6.979601514,5.706551485,4.866569546,5.009854008,4.097103495,4.402810195,6.018202163,4.519024304,5.293456534,6.878887,6.659057769,4.040690443,4.051513098,4.555965796,3.938627452,5.828578698,7.558846436,5.742345467,3.975305017,5.003132289,4.033998417,4.772447357,6.90758839,5.942400711,5.683138027,5.282725273,5.585478196,6.228317249,7.632411579,5.431204729,4.50399864,4.811326166,4.047876864,6.498964909,5.277987082
"808","219759_at",7.289798592,5.451451158,7.621849789,8.067926318,4.994388342,8.206894744,7.109455808,3.730350186,7.607581093,4.077670397,8.595084001,4.853034433,10.36877824,6.528875752,5.577183574,9.213672542,4.37038728,8.320465016,4.011813066,7.25594241,7.571536288,4.993141348,8.575402732,3.868749547,4.540056799,7.492423175,8.053635562,4.435664449,4.662243185,7.692469647,8.161351478,6.181208541,6.909416923,7.770804256,5.447270332
"809","219764_at",6.256346126,3.93202353,2.983088787,3.918746496,4.755255481,3.68150679,3.817364012,3.291895131,4.589590295,4.267424086,4.849552608,3.262417228,3.252887743,5.802950609,3.76554425,3.254077371,3.546665763,4.144683448,4.235718093,4.332506298,3.48032236,3.304178428,8.926250352,4.368880608,3.497424504,3.586059237,3.36902371,3.730140021,3.618559195,3.820393459,3.131894886,3.395939539,2.838446256,3.196250842,6.869699313
"810","219772_s_at",3.348525619,4.387199423,3.911605074,3.283373601,3.534862226,3.296947115,3.427567963,3.831386242,3.382628488,5.075362989,3.199551465,3.637481806,3.734406747,3.524063705,3.432209003,3.198811043,3.384915009,3.914367343,3.091421445,4.918309598,3.327292331,3.557659578,3.375204467,6.845720578,6.651866246,3.17008127,3.201998704,4.624292465,3.759641791,3.211584413,3.261259562,4.210699356,3.995852109,3.916925515,3.571033207
"811","219773_at",4.632347317,3.747786856,3.806786435,5.636356627,6.904025372,3.198079079,7.890677243,5.776788503,3.231881462,5.724919583,7.025408125,6.099285361,3.539140405,7.183834887,4.43001523,3.78431681,3.414688756,3.807636061,3.527226096,5.660273866,5.017345685,3.455988264,4.059454851,6.398890637,3.351027239,9.512868888,3.92698309,4.147998437,3.583747385,5.308243449,3.158477605,3.97175926,3.806844594,4.772950388,5.733654141
"812","219778_at",3.472044868,3.867970208,3.48948077,5.249591848,5.927162076,5.249985745,6.695529397,5.454460251,3.427045778,6.274379179,6.315133229,5.495913715,3.689509347,6.695753944,4.166201692,3.644316692,4.048195661,3.475633858,3.458157221,6.849882538,3.613182415,3.78780615,3.20755967,6.229858615,3.680522772,8.322765103,3.769767988,3.564542269,3.201043469,4.32424613,2.802343218,3.797277855,3.724488889,5.443275461,5.180411387
"813","219789_at",3.312841732,3.471289216,3.390342793,3.132858721,4.079934105,2.975379313,5.712617404,3.73187056,2.898719445,5.012464473,5.184266258,3.426024908,3.334910772,5.292211232,3.147520702,3.145406614,3.618119379,3.216936248,3.368892796,3.939122942,3.419934606,3.094015755,3.644705826,3.687980377,3.591798526,7.036986394,3.105311274,3.423850861,3.219402394,3.895717328,2.989624585,3.843994049,3.890348277,3.459788812,4.118392003
"814","219795_at",6.16478882,4.857209244,4.618640582,8.84874237,3.132051083,7.012446708,3.721056865,3.377640227,6.526105363,3.121266836,8.711096348,8.045493606,5.695934926,9.34745259,5.658686907,6.074023982,5.683976847,7.378675905,5.539100629,0.936825344,4.604933981,8.521574232,6.041071037,2.62656046,4.017566162,6.207384717,6.083518114,7.909125501,5.878637706,5.00690665,5.965094556,3.791653432,6.702123304,8.077476745,4.225800405
"815","219836_at",3.396913242,4.222401372,3.353559973,3.750350537,6.013270265,2.999673119,5.198191863,5.862023185,3.303084637,5.596198298,3.276529222,3.57554699,3.816495487,5.753361069,3.516081141,2.99227767,2.982146886,2.90347922,2.804509009,4.627066933,2.791653831,4.155849328,3.862403346,5.057197012,4.65293058,6.571592109,3.162120978,3.322398508,3.859586417,3.731917094,3.321154146,3.519813469,3.992633605,4.126827544,4.132282224
